EAST,NORTH,NOTUSED,OZONugperm3,PM10ugperm3,PM1ugperm3,PM2.5ugperm3,RELHUMpct,TEMP C,time
528.213091,5126.182431,35525.0,0,7.0,3.0,4.0,112.31,7.32,2014-11-04 09:39:19
528.213095,5126.182002,16660.0,0,6.0,3.0,4.0,105.91,8.26,2014-11-04 09:49:19
528.213095,5126.182002,11270.0,0,8.0,3.0,4.0,104.82,8.16,2014-11-04 09:59:20
528.214868,5126.180213,12495.0,0,9.0,3.0,5.0,104.78,8.15,2014-11-04 10:09:20
528.210381,5126.179085,11270.0,0,8.0,3.0,4.0,102.98,8.49,2014-11-04 10:19:20
528.210585,5126.181543,9310.0,0,9.0,3.0,4.0,99.14,8.99,2014-11-04 10:29:20
528.210002,5126.180702,8330.0,0,7.0,3.0,4.0,100.92,8.55,2014-11-04 10:39:20
528.210002,5126.180702,9065.0,0,7.0,3.0,3.0,97.03,9.15,2014-11-04 10:49:20
528.210002,5126.180702,13965.0,0,9.0,3.0,4.0,96.62,9.18,2014-11-04 10:59:20
528.210002,5126.180702,15190.0,0,12.0,3.0,4.0,94.4,9.34,2014-11-04 11:09:20
528.210002,5126.180702,10290.0,0,12.0,3.0,4.0,92.62,9.58,2014-11-04 11:19:20
528.210002,5126.180702,8575.0,0,14.0,3.0,5.0,92.77,9.54,2014-11-04 11:29:20
528.215262,5126.186312,9800.0,0,8.0,3.0,4.0,91.77,9.47,2014-11-04 11:39:20
528.214241,5126.18192,12250.0,0,8.0,3.0,4.0,89.47,9.87,2014-11-04 11:49:21
528.214241,5126.18192,6860.0,0,10.0,3.0,5.0,91.15,9.4,2014-11-04 11:59:21
528.214241,5126.18192,9065.0,0,11.0,3.0,4.0,95.32,9.15,2014-11-04 12:09:21
528.214241,5126.18192,9065.0,0,7.0,3.0,5.0,94.36,9.14,2014-11-04 12:19:21
528.214878,5126.182392,9065.0,0,10.0,3.0,5.0,96.31,8.61,2014-11-04 12:29:21
528.214878,5126.182392,8820.0,0,8.0,3.0,5.0,97.42,8.34,2014-11-04 12:39:21
528.214878,5126.182392,12495.0,0,15.0,3.0,4.0,96.6,8.67,2014-11-04 12:49:21
528.218822,5126.184301,11270.0,0,9.0,3.0,5.0,96.25,8.73,2014-11-04 12:59:21
528.218822,5126.184301,12740.0,0,12.0,3.0,5.0,96.72,8.78,2014-11-04 13:09:21
528.208646,5126.17707,14455.0,0,9.0,3.0,4.0,94.84,8.98,2014-11-04 13:19:21
528.210589,5126.18033,15435.0,0,13.0,3.0,4.0,95.23,8.86,2014-11-04 13:29:21
528.210589,5126.18033,14210.0,0,11.0,3.0,5.0,97.21,8.79,2014-11-04 13:39:22
528.210589,5126.18033,11270.0,0,8.0,3.0,4.0,95.28,9.22,2014-11-04 13:49:22
528.210589,5126.18033,19355.0,0,10.0,3.0,5.0,95.49,9.04,2014-11-04 13:59:22
528.216303,5126.180453,33810.0,0,12.0,3.0,4.0,94.19,9.03,2014-11-04 14:09:22
528.215304,5126.179762,12005.0,0,7.0,3.0,4.0,96.41,8.43,2014-11-04 14:19:22
528.210896,5126.178768,13720.0,0,8.0,3.0,4.0,97.06,8.33,2014-11-04 14:29:22
528.210668,5126.180797,21315.0,0,13.0,3.0,4.0,96.88,8.37,2014-11-04 14:39:22
528.209236,5126.179881,14945.0,0,11.0,3.0,3.0,94.54,8.74,2014-11-04 14:49:22
528.207828,5126.178741,12740.0,0,11.0,3.0,4.0,96.32,8.52,2014-11-04 14:59:22
528.205708,5126.177458,36995.0,0,10.0,3.0,4.0,94.22,9.0,2014-11-04 15:09:22
528.208621,5126.178201,36260.0,0,9.0,3.0,4.0,94.83,8.87,2014-11-04 15:19:22
528.208621,5126.178201,22295.0,0,9.0,3.0,4.0,96.15,8.7,2014-11-04 15:29:23
528.208621,5126.178201,15190.0,0,9.0,3.0,4.0,95.12,8.93,2014-11-04 15:39:23
528.212609,5126.177421,19110.0,0,9.0,3.0,4.0,95.61,8.76,2014-11-04 15:49:23
528.213573,5126.180275,19845.0,0,10.0,3.0,4.0,97.19,8.51,2014-11-04 15:59:23
528.213573,5126.180275,19845.0,0,8.0,3.0,4.0,99.24,8.2,2014-11-04 16:09:23
528.212594,5126.176896,24010.0,0,9.0,3.0,4.0,99.8,8.14,2014-11-04 16:19:23
528.212096,5126.178332,23765.0,0,9.0,3.0,4.0,98.19,8.5,2014-11-04 16:29:23
528.212096,5126.178332,16660.0,0,12.0,3.0,4.0,97.8,8.64,2014-11-04 16:39:23
528.212096,5126.178332,21315.0,0,14.0,4.0,5.0,98.42,8.68,2014-11-04 16:49:23
528.213104,5126.184038,62720.0,0,12.0,5.0,7.0,96.61,9.06,2014-11-04 16:59:23
528.213104,5126.184038,25235.0,0,10.0,4.0,6.0,94.44,9.39,2014-11-04 17:09:23
528.214081,5126.182905,20580.0,0,13.0,5.0,7.0,94.15,9.44,2014-11-04 17:19:24
528.212518,5126.182154,20335.0,0,15.0,5.0,7.0,95.75,9.04,2014-11-04 17:29:24
528.213516,5126.181005,21070.0,0,12.0,5.0,7.0,98.14,8.58,2014-11-04 17:39:24
528.213516,5126.181005,18130.0,0,12.0,4.0,5.0,98.15,8.55,2014-11-04 17:49:24
528.212967,5126.180264,17885.0,0,14.0,4.0,6.0,97.87,8.63,2014-11-04 17:59:24
528.214348,5126.180076,22295.0,0,18.0,5.0,6.0,98.37,8.51,2014-11-04 18:09:24
528.214348,5126.180076,26950.0,0,12.0,5.0,6.0,97.95,8.57,2014-11-04 18:19:24
528.214348,5126.180076,22785.0,0,14.0,5.0,7.0,97.91,8.39,2014-11-04 18:29:24
528.214348,5126.180076,17395.0,0,13.0,6.0,7.0,97.54,8.5,2014-11-04 18:39:24
528.210461,5126.184952,18865.0,0,12.0,6.0,8.0,96.69,8.56,2014-11-04 18:49:24
528.211204,5126.185132,20580.0,0,18.0,7.0,9.0,98.65,8.2,2014-11-04 18:59:24
528.211204,5126.185132,19845.0,0,13.0,5.0,7.0,98.84,8.13,2014-11-04 19:09:25
528.211204,5126.185132,23765.0,0,15.0,6.0,8.0,100.71,7.77,2014-11-04 19:19:25
528.211204,5126.185132,23275.0,0,22.0,5.0,8.0,99.27,7.99,2014-11-04 19:29:25
528.211204,5126.185132,21560.0,0,14.0,6.0,8.0,98.55,8.01,2014-11-04 19:39:25
528.211204,5126.185132,18865.0,0,14.0,6.0,7.0,98.87,7.96,2014-11-04 19:49:25
528.211204,5126.185132,36995.0,0,16.0,6.0,9.0,98.72,7.93,2014-11-04 19:59:25
528.212108,5126.182589,36995.0,0,18.0,8.0,9.0,99.09,7.84,2014-11-04 20:09:25
528.211328,5126.181616,32585.0,0,15.0,8.0,9.0,99.04,7.84,2014-11-04 20:19:25
528.211199,5126.180711,26215.0,0,18.0,7.0,9.0,98.66,7.79,2014-11-04 20:29:25
528.211199,5126.180711,23520.0,0,13.0,6.0,7.0,100.03,7.49,2014-11-04 20:39:25
528.211199,5126.180711,18865.0,0,13.0,5.0,8.0,99.97,7.47,2014-11-04 20:49:25
528.211199,5126.180711,19110.0,0,14.0,6.0,8.0,99.47,7.49,2014-11-04 20:59:26
528.211199,5126.180711,25480.0,0,13.0,7.0,10.0,99.52,7.47,2014-11-04 21:09:26
528.211199,5126.180711,32340.0,0,23.0,7.0,10.0,99.48,7.44,2014-11-04 21:19:26
528.212293,5126.183214,32095.0,0,16.0,8.0,10.0,99.16,7.44,2014-11-04 21:29:26
528.210447,5126.176304,24500.0,0,14.0,7.0,10.0,99.1,7.39,2014-11-04 21:39:26
528.210233,5126.182462,18130.0,0,14.0,8.0,10.0,99.54,7.31,2014-11-04 21:49:26
528.209876,5126.182242,24010.0,0,14.0,8.0,9.0,99.88,7.23,2014-11-04 21:59:26
528.211865,5126.183675,20335.0,0,18.0,6.0,8.0,101.98,6.91,2014-11-04 22:09:26
528.212784,5126.181786,14945.0,0,15.0,6.0,8.0,104.4,6.52,2014-11-04 22:19:26
528.214617,5126.181528,13720.0,0,15.0,6.0,7.0,104.94,6.39,2014-11-04 22:29:26
528.214617,5126.181528,14455.0,0,22.0,6.0,9.0,103.93,6.6,2014-11-04 22:39:27
528.214617,5126.181528,18865.0,0,13.0,7.0,9.0,102.93,6.69,2014-11-04 22:49:27
528.214617,5126.181528,18130.0,0,13.0,6.0,8.0,103.48,6.58,2014-11-04 22:59:27
528.214617,5126.181528,16170.0,0,17.0,6.0,8.0,103.52,6.48,2014-11-04 23:09:27
528.211271,5126.184221,18865.0,0,11.0,6.0,7.0,103.67,6.41,2014-11-04 23:19:27
528.214123,5126.18646,17885.0,0,14.0,5.0,7.0,104.39,6.21,2014-11-04 23:29:27
528.213211,5126.183695,14945.0,0,13.0,5.0,8.0,104.39,6.18,2014-11-04 23:39:27
528.213303,5126.182779,14700.0,0,17.0,5.0,7.0,107.09,5.72,2014-11-04 23:49:27
528.214024,5126.184021,13720.0,0,11.0,5.0,7.0,106.23,5.92,2014-11-04 23:59:27
528.214024,5126.184021,13475.0,0,10.0,5.0,7.0,104.22,6.06,2014-11-05 00:09:27
528.214024,5126.184021,12985.0,0,12.0,5.0,7.0,103.56,6.05,2014-11-05 00:19:27
528.214024,5126.184021,12985.0,0,14.0,5.0,6.0,103.95,5.87,2014-11-05 00:29:28
528.21095,5126.184696,12740.0,0,12.0,6.0,7.0,103.92,5.88,2014-11-05 00:39:28
528.21095,5126.184696,12005.0,0,11.0,6.0,7.0,104.62,5.81,2014-11-05 00:49:28
528.21095,5126.184696,13230.0,0,18.0,6.0,8.0,105.56,5.66,2014-11-05 00:59:28
528.21095,5126.184696,13230.0,0,11.0,5.0,7.0,107.14,5.52,2014-11-05 01:09:28
528.216252,5126.183471,12250.0,0,18.0,5.0,7.0,108.64,5.26,2014-11-05 01:19:28
528.216252,5126.183471,11025.0,0,11.0,5.0,6.0,105.71,5.63,2014-11-05 01:29:28
528.215336,5126.183664,10535.0,0,12.0,6.0,7.0,106.91,5.38,2014-11-05 01:39:28
528.209776,5126.178947,12005.0,0,11.0,5.0,7.0,113.71,4.42,2014-11-05 01:49:28
528.209776,5126.178947,13475.0,0,15.0,5.0,7.0,110.21,4.94,2014-11-05 01:59:28
528.209776,5126.178947,12250.0,0,12.0,5.0,7.0,106.06,5.4,2014-11-05 02:09:28
528.213236,5126.17399,10535.0,0,11.0,5.0,7.0,105.16,5.42,2014-11-05 02:19:29
528.213236,5126.17399,11025.0,0,11.0,6.0,7.0,104.68,5.34,2014-11-05 02:29:29
528.213236,5126.17399,12005.0,0,12.0,5.0,7.0,105.36,5.2,2014-11-05 02:39:29
528.213236,5126.17399,12250.0,0,11.0,5.0,6.0,105.9,5.02,2014-11-05 02:49:29
528.213236,5126.17399,12495.0,0,15.0,6.0,7.0,109.03,4.74,2014-11-05 02:59:29
528.211772,5126.184196,10780.0,0,13.0,5.0,7.0,112.38,4.37,2014-11-05 03:09:29
528.2124,5126.183347,12740.0,0,12.0,5.0,7.0,112.79,4.24,2014-11-05 03:19:29
528.212741,5126.182946,13720.0,0,16.0,6.0,7.0,112.22,4.22,2014-11-05 03:29:29
528.212413,5126.183006,12250.0,0,13.0,6.0,8.0,110.5,4.36,2014-11-05 03:39:29
528.213055,5126.183923,13720.0,0,11.0,5.0,7.0,109.49,4.44,2014-11-05 03:49:29
528.213192,5126.183066,11270.0,0,12.0,5.0,6.0,107.56,4.52,2014-11-05 03:59:29
528.213192,5126.183066,11515.0,0,12.0,5.0,6.0,108.11,4.36,2014-11-05 04:09:30
528.213192,5126.183066,11515.0,0,14.0,5.0,7.0,107.92,4.33,2014-11-05 04:19:30
528.213192,5126.183066,11760.0,0,14.0,5.0,7.0,109.63,4.07,2014-11-05 04:29:30
528.213192,5126.183066,10780.0,0,12.0,5.0,6.0,108.29,4.12,2014-11-05 04:39:30
528.211072,5126.185417,11270.0,0,11.0,5.0,7.0,106.97,4.18,2014-11-05 04:49:30
528.209837,5126.184212,18620.0,0,13.0,5.0,6.0,107.91,3.94,2014-11-05 04:59:30
528.209837,5126.184212,25235.0,0,15.0,5.0,6.0,113.73,3.23,2014-11-05 05:09:30
528.207243,5126.18304,12985.0,0,12.0,6.0,7.0,111.76,3.55,2014-11-05 05:19:30
528.208087,5126.184638,12005.0,0,12.0,5.0,7.0,112.0,3.49,2014-11-05 05:29:30
528.208087,5126.184638,11760.0,0,20.0,5.0,7.0,111.02,3.53,2014-11-05 05:39:30
528.207393,5126.170954,14700.0,0,12.0,5.0,7.0,117.56,2.79,2014-11-05 05:49:30
528.207423,5126.1792,16415.0,0,12.0,6.0,7.0,116.16,3.14,2014-11-05 05:59:31
528.206681,5126.177856,21315.0,0,14.0,6.0,8.0,113.01,3.49,2014-11-05 06:09:31
528.204561,5126.178826,28175.0,0,13.0,5.0,7.0,113.37,3.3,2014-11-05 06:19:31
528.205555,5126.180278,18865.0,0,12.0,6.0,8.0,115.3,2.91,2014-11-05 06:29:31
528.210311,5126.178729,19110.0,0,11.0,5.0,7.0,119.82,2.41,2014-11-05 06:39:31
528.205005,5126.181978,18620.0,0,15.0,5.0,7.0,118.76,2.76,2014-11-05 06:49:31
528.208225,5126.179325,21805.0,0,18.0,6.0,7.0,114.18,3.25,2014-11-05 06:59:31
528.210759,5126.180323,29400.0,0,15.0,6.0,8.0,112.26,3.55,2014-11-05 07:09:31
528.21274,5126.179815,34300.0,0,13.0,6.0,7.0,111.14,3.72,2014-11-05 07:19:31
528.213289,5126.178976,32095.0,0,11.0,6.0,8.0,110.79,3.94,2014-11-05 07:29:31
528.214653,5126.181053,22785.0,0,15.0,5.0,7.0,110.48,4.12,2014-11-05 07:39:31
528.212895,5126.181025,22295.0,0,14.0,6.0,7.0,111.32,4.1,2014-11-05 07:49:32
528.213415,5126.181779,20580.0,0,11.0,6.0,8.0,110.1,4.3,2014-11-05 07:59:32
528.213648,5126.182235,34790.0,0,15.0,7.0,9.0,110.38,4.3,2014-11-05 08:09:32
528.213648,5126.182235,22540.0,0,17.0,7.0,10.0,115.58,3.64,2014-11-05 08:19:32
528.213648,5126.182235,20580.0,0,17.0,5.0,7.0,118.37,3.71,2014-11-05 08:29:32
528.212469,5126.181971,18865.0,0,13.0,6.0,8.0,112.02,4.51,2014-11-05 08:39:32
528.212605,5126.183029,20090.0,0,13.0,6.0,8.0,108.5,5.04,2014-11-05 08:49:32
528.213546,5126.182506,27685.0,0,11.0,6.0,8.0,100.8,6.37,2014-11-05 08:59:32
528.21319,5126.183823,31360.0,0,15.0,6.0,8.0,100.13,6.46,2014-11-05 09:09:32
528.212568,5126.183364,32340.0,0,20.0,6.0,7.0,99.72,6.45,2014-11-05 09:19:32
528.212568,5126.183364,42140.0,0,14.0,7.0,9.0,103.84,5.88,2014-11-05 09:29:32
528.212568,5126.183364,41405.0,0,19.0,6.0,9.0,101.65,6.47,2014-11-05 09:39:33
528.212568,5126.183364,28910.0,0,16.0,7.0,9.0,100.83,6.77,2014-11-05 09:49:33
528.211479,5126.179687,21315.0,0,17.0,7.0,10.0,100.2,7.08,2014-11-05 09:59:33
528.212505,5126.178718,19845.0,0,19.0,9.0,12.0,101.23,6.83,2014-11-05 10:09:33
528.209201,5126.182173,16415.0,0,17.0,9.0,11.0,109.16,5.66,2014-11-05 10:19:33
528.20987,5126.182137,16905.0,0,18.0,12.0,14.0,101.82,6.42,2014-11-05 10:29:33
528.213408,5126.18257,11760.0,0,19.0,13.0,15.0,101.56,5.99,2014-11-05 10:39:33
528.213408,5126.18257,13720.0,0,18.0,13.0,14.0,107.65,4.87,2014-11-05 10:49:33
528.212632,5126.182923,10780.0,0,18.0,14.0,18.0,106.12,5.08,2014-11-05 10:59:33
528.212632,5126.182923,10290.0,0,22.0,15.0,17.0,107.35,4.97,2014-11-05 11:09:33
528.212632,5126.182923,12985.0,0,24.0,17.0,20.0,105.79,5.34,2014-11-05 11:19:33
528.213675,5126.182981,12495.0,0,26.0,17.0,21.0,104.82,5.63,2014-11-05 11:29:34
528.214049,5126.183513,11760.0,0,27.0,19.0,22.0,106.5,5.52,2014-11-05 11:39:34
528.214482,5126.185058,14455.0,0,31.0,19.0,25.0,105.83,5.8,2014-11-05 11:49:34
528.211286,5126.183983,15190.0,0,29.0,19.0,24.0,105.66,5.97,2014-11-05 11:59:34
528.211286,5126.183983,14210.0,0,29.0,19.0,23.0,107.26,5.72,2014-11-05 12:09:34
528.211286,5126.183983,13720.0,0,29.0,18.0,24.0,107.66,5.76,2014-11-05 12:19:34
528.212821,5126.180883,15435.0,0,29.0,19.0,24.0,105.85,6.15,2014-11-05 12:29:34
528.211946,5126.181113,17150.0,0,25.0,16.0,20.0,102.63,6.66,2014-11-05 12:39:34
528.214254,5126.183492,13720.0,0,21.0,14.0,17.0,99.24,7.32,2014-11-05 12:49:34
528.212852,5126.18129,12985.0,0,23.0,14.0,16.0,101.92,6.65,2014-11-05 12:59:34
528.212532,5126.181555,15680.0,0,24.0,14.0,17.0,100.25,7.08,2014-11-05 13:09:34
528.206737,5126.179622,13475.0,0,20.0,11.0,13.0,99.24,7.32,2014-11-05 13:19:35
528.207983,5126.180087,15680.0,0,25.0,11.0,14.0,102.13,6.87,2014-11-05 13:29:35
528.207983,5126.180087,15435.0,0,24.0,11.0,13.0,100.22,7.36,2014-11-05 13:39:35
528.21637,5126.180929,15925.0,0,18.0,10.0,13.0,96.1,8.14,2014-11-05 13:49:35
528.213983,5126.178746,17640.0,0,21.0,10.0,13.0,94.56,8.21,2014-11-05 13:59:35
528.213006,5126.177177,14945.0,0,15.0,10.0,11.0,91.63,8.62,2014-11-05 14:09:35
528.213006,5126.177177,14945.0,0,22.0,10.0,11.0,89.82,8.88,2014-11-05 14:19:35
528.210608,5126.17809,12740.0,0,16.0,8.0,10.0,91.4,8.54,2014-11-05 14:29:35
528.209889,5126.179046,14455.0,0,19.0,8.0,10.0,86.62,9.38,2014-11-05 14:39:35
528.208185,5126.179759,15190.0,0,16.0,7.0,9.0,84.4,9.45,2014-11-05 14:49:35
528.205546,5126.177168,10780.0,0,15.0,7.0,9.0,84.16,9.21,2014-11-05 14:59:35
528.208445,5126.179765,10780.0,0,14.0,7.0,8.0,83.08,9.2,2014-11-05 15:09:36
528.205844,5126.17733,12495.0,0,16.0,6.0,8.0,81.21,9.6,2014-11-05 15:19:36
528.208636,5126.177917,11025.0,0,12.0,7.0,8.0,80.95,9.59,2014-11-05 15:29:36
528.210751,5126.177628,9310.0,0,14.0,6.0,7.0,79.88,9.63,2014-11-05 15:39:36
528.210751,5126.177628,11270.0,0,10.0,6.0,7.0,80.71,9.39,2014-11-05 15:49:36
528.216798,5126.176151,9065.0,0,12.0,6.0,8.0,83.09,8.91,2014-11-05 15:59:36
528.216798,5126.176151,11760.0,0,12.0,6.0,8.0,84.8,8.63,2014-11-05 16:09:36
528.213189,5126.17833,14210.0,0,17.0,8.0,9.0,86.76,8.37,2014-11-05 16:19:36
528.212586,5126.183395,23765.0,0,14.0,7.0,10.0,88.38,8.21,2014-11-05 16:29:36
528.212586,5126.183395,22540.0,0,13.0,7.0,9.0,90.15,8.14,2014-11-05 16:39:36
528.212586,5126.183395,25480.0,0,20.0,9.0,11.0,90.38,8.3,2014-11-05 16:49:36
528.212586,5126.183395,32095.0,0,21.0,8.0,10.0,91.78,8.21,2014-11-05 16:59:37
528.212758,5126.18205,41895.0,0,18.0,9.0,11.0,107.07,6.42,2014-11-05 17:09:37
528.211537,5126.181353,36505.0,0,13.0,8.0,9.0,100.24,7.62,2014-11-05 17:19:37
528.211598,5126.181971,20580.0,0,15.0,8.0,10.0,105.58,6.54,2014-11-05 17:29:37
528.211019,5126.180717,22295.0,0,19.0,8.0,10.0,109.6,5.95,2014-11-05 17:39:37
528.211019,5126.180717,19600.0,0,17.0,8.0,10.0,109.62,6.06,2014-11-05 17:49:37
528.211019,5126.180717,19845.0,0,16.0,8.0,10.0,108.05,6.06,2014-11-05 17:59:37
528.211818,5126.181942,20825.0,0,16.0,7.0,9.0,108.78,5.97,2014-11-05 18:09:37
528.21151,5126.18329,23520.0,0,13.0,7.0,10.0,102.62,6.79,2014-11-05 18:19:37
528.21151,5126.18329,43120.0,0,22.0,10.0,12.0,100.91,6.88,2014-11-05 18:29:37
528.209438,5126.183152,26215.0,0,17.0,9.0,12.0,101.26,6.64,2014-11-05 18:39:37
528.210464,5126.185767,25480.0,0,17.0,9.0,12.0,105.08,6.17,2014-11-05 18:49:38
528.21155,5126.185012,35035.0,0,16.0,8.0,9.0,104.48,6.1,2014-11-05 18:59:38
528.21155,5126.185012,27195.0,0,14.0,8.0,10.0,104.7,5.84,2014-11-05 19:09:38
528.21155,5126.185012,23275.0,0,18.0,10.0,12.0,105.7,5.56,2014-11-05 19:19:38
528.21155,5126.185012,25725.0,0,16.0,9.0,11.0,108.94,5.09,2014-11-05 19:29:38
528.207884,5126.183187,28665.0,0,16.0,8.0,10.0,105.21,5.38,2014-11-05 19:39:38
528.207884,5126.183187,29400.0,0,15.0,8.0,9.0,104.85,5.14,2014-11-05 19:49:38
528.207884,5126.183187,26215.0,0,13.0,8.0,9.0,106.56,4.74,2014-11-05 19:59:38
528.211375,5126.182293,20825.0,0,17.0,7.0,9.0,103.98,4.87,2014-11-05 20:09:38
528.21037,5126.181718,18865.0,0,14.0,7.0,9.0,108.58,4.09,2014-11-05 20:19:38
528.209759,5126.182394,22050.0,0,11.0,7.0,8.0,106.67,4.32,2014-11-05 20:29:38
528.209356,5126.181223,22540.0,0,16.0,7.0,9.0,106.9,4.18,2014-11-05 20:39:39
528.209356,5126.181223,25235.0,0,12.0,7.0,8.0,108.64,3.84,2014-11-05 20:49:39
528.211537,5126.18055,33320.0,0,15.0,8.0,9.0,106.48,4.08,2014-11-05 20:59:39
528.211537,5126.18055,25725.0,0,14.0,9.0,10.0,105.54,4.06,2014-11-05 21:09:39
528.211537,5126.18055,25480.0,0,14.0,8.0,10.0,108.55,3.56,2014-11-05 21:19:39
528.211537,5126.18055,24990.0,0,13.0,9.0,10.0,112.29,2.97,2014-11-05 21:29:39
528.211537,5126.18055,26950.0,0,15.0,9.0,10.0,108.45,3.49,2014-11-05 21:39:39
528.209181,5126.181732,25970.0,0,16.0,9.0,11.0,106.04,3.67,2014-11-05 21:49:39
528.209135,5126.18347,41650.0,0,12.0,8.0,9.0,106.82,3.36,2014-11-05 21:59:39
528.211204,5126.184785,34545.0,0,12.0,7.0,9.0,109.26,2.81,2014-11-05 22:09:39
528.212373,5126.182405,17395.0,0,13.0,6.0,8.0,109.58,2.75,2014-11-05 22:19:39
528.211202,5126.18307,19845.0,0,14.0,8.0,10.0,105.08,3.43,2014-11-05 22:29:40
528.211202,5126.18307,21070.0,0,16.0,9.0,11.0,104.12,3.56,2014-11-05 22:39:40
528.211202,5126.18307,18620.0,0,14.0,9.0,11.0,104.24,3.51,2014-11-05 22:49:40
528.211202,5126.18307,17395.0,0,12.0,8.0,9.0,105.14,3.25,2014-11-05 22:59:40
528.211202,5126.18307,22295.0,0,13.0,8.0,9.0,104.35,3.33,2014-11-05 23:09:40
528.212505,5126.185975,33565.0,0,15.0,8.0,11.0,104.18,3.27,2014-11-05 23:19:40
528.215913,5126.185989,20090.0,0,14.0,7.0,8.0,103.58,3.24,2014-11-05 23:29:40
528.214717,5126.185242,15190.0,0,13.0,7.0,8.0,105.41,3.01,2014-11-05 23:39:40
528.213259,5126.183266,15190.0,0,11.0,7.0,8.0,105.35,3.12,2014-11-05 23:49:40
528.213922,5126.184861,13475.0,0,12.0,6.0,8.0,105.18,3.41,2014-11-05 23:59:40
528.213922,5126.184861,13965.0,0,12.0,7.0,8.0,104.45,3.68,2014-11-06 00:09:40
528.214268,5126.185944,14455.0,0,11.0,7.0,7.0,104.46,3.76,2014-11-06 00:19:41
528.214268,5126.185944,13720.0,0,14.0,7.0,8.0,104.86,3.49,2014-11-06 00:29:41
528.214268,5126.185944,13720.0,0,12.0,6.0,8.0,107.73,3.17,2014-11-06 00:39:41
528.214268,5126.185944,13230.0,0,11.0,7.0,7.0,106.14,3.31,2014-11-06 00:49:41
528.211331,5126.180702,13720.0,0,11.0,6.0,8.0,111.79,2.37,2014-11-06 00:59:41
528.211331,5126.180702,14700.0,0,13.0,6.0,7.0,114.88,1.91,2014-11-06 01:09:41
528.215053,5126.184185,12495.0,0,14.0,6.0,8.0,110.1,2.63,2014-11-06 01:19:41
528.215022,5126.183653,12005.0,0,15.0,6.0,8.0,108.68,2.71,2014-11-06 01:29:41
528.215022,5126.183653,12740.0,0,13.0,6.0,8.0,108.78,2.71,2014-11-06 01:39:41
528.202551,5126.183289,13720.0,0,11.0,6.0,7.0,110.23,2.51,2014-11-06 01:49:41
528.204242,5126.178284,15190.0,0,13.0,6.0,8.0,109.03,2.78,2014-11-06 01:59:41
528.204242,5126.178284,12250.0,0,15.0,6.0,8.0,106.75,3.02,2014-11-06 02:09:42
528.208613,5126.180478,12250.0,0,14.0,6.0,8.0,105.26,3.2,2014-11-06 02:19:42
528.208613,5126.180478,12005.0,0,12.0,7.0,8.0,106.43,3.0,2014-11-06 02:29:42
528.208613,5126.180478,11025.0,0,14.0,6.0,7.0,110.05,2.43,2014-11-06 02:39:42
528.211806,5126.180127,10780.0,0,10.0,6.0,7.0,106.66,3.12,2014-11-06 02:49:42
528.211806,5126.180127,10290.0,0,11.0,6.0,8.0,107.94,3.05,2014-11-06 02:59:42
528.211806,5126.180127,10045.0,0,12.0,6.0,8.0,107.38,3.15,2014-11-06 03:09:42
528.211806,5126.180127,10045.0,0,11.0,6.0,7.0,108.71,3.19,2014-11-06 03:19:42
528.211806,5126.180127,10290.0,0,13.0,6.0,7.0,106.37,3.53,2014-11-06 03:29:42
528.212575,5126.184461,10535.0,0,11.0,6.0,8.0,107.2,3.53,2014-11-06 03:39:42
528.212575,5126.184461,11270.0,0,11.0,7.0,7.0,107.17,3.64,2014-11-06 03:49:42
528.212834,5126.184388,10535.0,0,11.0,6.0,8.0,111.1,2.96,2014-11-06 03:59:43
528.213113,5126.18498,10780.0,0,10.0,6.0,8.0,113.72,2.76,2014-11-06 04:09:43
528.213486,5126.185301,13475.0,0,16.0,6.0,8.0,113.96,2.78,2014-11-06 04:19:43
528.213486,5126.185301,11760.0,0,14.0,7.0,8.0,108.19,3.53,2014-11-06 04:29:43
528.213209,5126.184778,12005.0,0,10.0,7.0,7.0,105.73,3.65,2014-11-06 04:39:43
528.212154,5126.188416,12985.0,0,13.0,7.0,8.0,111.23,2.69,2014-11-06 04:49:43
528.210388,5126.187285,12495.0,0,11.0,6.0,8.0,118.43,2.11,2014-11-06 04:59:43
528.208311,5126.186339,13720.0,0,11.0,6.0,7.0,117.46,2.35,2014-11-06 05:09:43
528.208311,5126.186339,17150.0,0,12.0,7.0,8.0,112.54,2.94,2014-11-06 05:19:43
528.208311,5126.186339,15190.0,0,12.0,7.0,8.0,111.3,3.14,2014-11-06 05:29:43
528.208949,5126.169854,13720.0,0,13.0,7.0,8.0,110.12,3.55,2014-11-06 05:39:43
528.206845,5126.181168,16905.0,0,11.0,6.0,8.0,108.57,3.84,2014-11-06 05:49:44
528.208851,5126.179474,17885.0,0,13.0,7.0,8.0,109.57,3.82,2014-11-06 05:59:44
528.205679,5126.179719,15435.0,0,12.0,7.0,8.0,108.47,4.2,2014-11-06 06:09:44
528.20671,5126.180497,16905.0,0,19.0,8.0,10.0,109.22,4.26,2014-11-06 06:19:44
528.20671,5126.180497,19110.0,0,20.0,9.0,11.0,109.92,4.32,2014-11-06 06:29:44
528.20778,5126.180692,17640.0,0,24.0,9.0,12.0,108.18,4.66,2014-11-06 06:39:44
528.208797,5126.18228,17150.0,0,17.0,9.0,11.0,108.78,4.55,2014-11-06 06:49:44
528.20913,5126.179152,14455.0,0,15.0,10.0,11.0,108.16,4.57,2014-11-06 06:59:44
